CustomerID,Gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2693,Female,0,Yes,Yes,3,No,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.67,4514.87,Yes
2694,Female,1,No,Yes,18,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),31.86,1511.3,Yes
2695,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,104.64,4150.64,Yes
2696,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,106.12,7522.48,Yes
2697,Female,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,50.68,6484.2,No
2698,Female,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,96.14,4381.68,Yes
2699,Female,0,Yes,Yes,14,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),108.43,1104.49,No
2700,Female,0,Yes,No,59,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,93.19,221.21,No
2701,Male,0,Yes,No,36,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.7,601.52,No
2702,Male,1,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,27.76,6520.18,No
2703,Female,0,Yes,No,5,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,116.98,6122.89,No
2704,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),72.66,6484.19,No
2705,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,83.02,2681.09,Yes
2706,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),109.93,798.1,No
2707,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,19.0,6209.2,No
2708,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,61.13,8012.89,No
2709,Female,1,Yes,Yes,61,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),75.17,3937.49,No
2710,Female,0,No,Yes,62,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.47,6642.35,No
2711,Female,1,No,No,53,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),81.0,6328.28,No
2712,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,No,Credit card (automatic),103.77,7416.89,No
2713,Female,0,Yes,No,28,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,23.77,264.74,Yes
2714,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,99.07,8297.47,No
2715,Female,0,No,No,65,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,116.49,7517.98,No
2716,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,One year,Yes,Mailed check,110.74,7614.38,No
2717,Female,0,No,No,43,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,72.22,8653.19,No
2718,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.73,5560.5,No
2719,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),95.7,726.58,No
2720,Female,0,Yes,No,9,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.43,7149.15,Yes
2721,Female,0,No,No,36,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,58.25,1187.63,No
2722,Male,0,No,No,23,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,66.05,6413.39,No
2723,Female,0,No,No,50,Yes,No,No,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.28,3693.4,No
2724,Male,0,Yes,No,55,Yes,Yes,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.43,76.11,No
2725,Male,0,Yes,Yes,12,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.27,3795.26,Yes
2726,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,49.36,6922.69,No
2727,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),68.77,776.2,No
2728,Male,1,No,No,67,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.0,37.97,Yes
2729,Male,0,Yes,No,27,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.6,3942.44,No
2730,Male,0,Yes,No,61,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),106.04,31.77,No
2731,Male,0,Yes,Yes,19,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,26.97,8119.25,Yes
2732,Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,83.93,7167.05,No
2733,Female,0,No,No,64,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.75,5479.4,No
2734,Female,0,Yes,No,2,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.31,168.88,Yes
2735,Female,0,No,Yes,36,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Electronic check,94.32,4956.88,No
2736,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.46,5834.44,No
2737,Male,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.6,5109.61,No
2738,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,115.22,8224.56,Yes
2739,Female,0,No,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),20.63,7223.23,No
2740,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,61.93,3182.69,Yes
2741,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,74.8,6039.93,Yes
2742,Female,0,Yes,No,11,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),54.2,4015.09,Yes
2743,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),85.53,8063.86,No
2744,Male,1,Yes,No,40,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,108.62,5375.48,Yes
2745,Male,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.3,5063.02,No
2746,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,75.47,4357.84,No
2747,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),92.4,3292.29,No
2748,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,29.27,1301.88,Yes
2749,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),81.56,2392.69,No
2750,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.18,2900.25,No
2751,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,50.29,1353.52,No
2752,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),69.21,7061.77,Yes
2753,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.13,38.02,No
2754,Female,0,Yes,No,58,No,No,No,Yes,No internet service,No,No,Yes,Yes,One year,No,Electronic check,59.71,7954.88,No
2755,Female,1,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,88.85,1130.5,No
2756,Male,0,Yes,No,42,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,77.43,460.5,No
2757,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.32,8643.09,No
2758,Female,0,Yes,Yes,27,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.96,8683.03,No
2759,Female,0,No,No,20,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),100.65,1680.57,Yes
2760,Male,1,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.87,1178.28,Yes
2761,Female,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),64.9,1732.71,No
2762,Male,0,No,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,67.35,4449.93,Yes
2763,Male,0,No,No,67,Yes,Yes,No,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),51.76,2802.18,No
2764,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.05,2933.75,Yes
2765,Male,1,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,43.3,7034.53,Yes
2766,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),104.51,7733.23,No
2767,Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,43.37,8423.35,Yes
2768,Male,0,Yes,No,39,No,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,44.14,4479.52,Yes
2769,Male,1,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,108.26,2151.82,Yes
2770,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.73,4827.72,No
2771,Male,0,Yes,Yes,16,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.82,7567.33,Yes
2772,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.0,286.68,Yes
2773,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.14,7915.63,Yes
2774,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),59.03,1982.06,No
2775,Female,0,No,No,12,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.78,2709.63,Yes
2776,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,68.37,3173.69,No
2777,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,40.61,7937.46,No
2778,Male,0,No,No,11,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.87,1543.99,Yes
2779,Male,1,Yes,No,13,No,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,39.89,1951.42,Yes
2780,Male,0,Yes,No,31,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),53.5,6354.54,No
2781,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.75,8118.81,No
2782,Female,0,Yes,No,63,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),87.97,926.43,No
2783,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),81.96,4544.61,No
2784,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.09,7943.52,Yes
2785,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.1,7697.65,Yes
2786,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.6,8238.14,Yes
2787,Female,1,Yes,No,10,Yes,Yes,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),80.02,7836.44,Yes
2788,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,55.99,2746.02,Yes
2789,Female,0,No,No,26,No,Yes,No,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),108.64,1821.43,No
2790,Female,0,Yes,No,71,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.6,7830.98,No
2791,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),112.38,6188.6,No
2792,Male,0,Yes,No,8,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,58.91,3299.07,Yes
2793,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.9,6197.1,Yes
2794,Male,0,No,No,44,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.23,2680.92,No
2795,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,91.52,5056.73,No
2796,Female,0,No,No,72,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,70.38,2040.87,No
2797,Male,0,No,No,49,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,90.46,4886.85,No
2798,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.12,8018.92,No
2799,Male,0,Yes,No,26,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),94.51,6704.09,No
2800,Male,0,No,No,45,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),39.31,5704.26,No
2801,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,113.81,2150.75,No
2802,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),64.57,567.95,No
2803,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,27.59,6176.6,No
2804,Female,1,No,No,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),103.17,5011.26,No
2805,Male,0,Yes,No,26,Yes,No phone service,No,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,108.13,1861.23,No
2806,Male,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.61,8119.44,No
2807,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),81.54,4802.6,No
2808,Male,0,Yes,No,36,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),111.56,4974.53,No
2809,Male,1,No,No,4,Yes,Yes,No,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,80.77,2607.86,No
2810,Female,1,Yes,Yes,59,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),97.79,7639.55,Yes
2811,Male,0,No,No,37,Yes,No phone service,No,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,65.61,7743.59,No
2812,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.33,6216.26,Yes
2813,Male,1,No,Yes,20,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,118.65,879.12,No
2814,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,56.69,750.09,Yes
2815,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,90.62,4086.45,Yes
2816,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,33.21,1250.32,No
2817,Female,0,Yes,Yes,33,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),82.08,2895.22,No
2818,Male,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,50.7,1503.66,Yes
2819,Male,0,No,No,22,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,105.34,2706.26,No
2820,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,54.39,8190.08,No
2821,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,62.99,6547.46,Yes
2822,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.77,1217.36,Yes
2823,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,39.89,5815.62,Yes
2824,Female,1,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,75.01,283.17,Yes
2825,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,105.06,8542.89,No
2826,Female,0,Yes,No,45,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),49.89,4626.47,No
2827,Female,0,Yes,No,13,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,19.78,4398.71,Yes
2828,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,108.33,2101.54,No
2829,Male,0,Yes,No,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.52,3986.39,Yes
2830,Male,0,No,No,22,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),41.41,4579.2,No
2831,Female,0,No,Yes,55,No,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,46.02,5722.74,No
2832,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.61,416.67,Yes
2833,Male,0,Yes,No,70,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),82.78,2984.09,No
2834,Male,0,No,No,51,Yes,Yes,No,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,91.88,3372.52,No
2835,Male,1,Yes,No,8,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),76.26,1311.34,No
2836,Male,1,No,No,61,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,97.65,2096.78,Yes
2837,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.77,2069.8,No
2838,Male,0,Yes,Yes,19,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),57.13,7041.52,No
2839,Male,1,Yes,No,14,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.8,5974.27,Yes
2840,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,69.02,8015.34,No
2841,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,34.35,2704.35,No
2842,Male,1,Yes,No,61,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,40.21,7659.28,No
2843,Male,0,Yes,Yes,56,Yes,No,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.0,7504.51,No
2844,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.17,3900.81,No
2845,Female,1,No,No,11,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),44.63,5476.02,No
2846,Female,0,Yes,No,47,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.03,5200.66,No
2847,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),96.87,2686.44,No
